estado,ano,mes,producao_litros,temperatura_media,chuvas_mm,preco_litro
GO,2015,3,9719,23.463376185455832,100.15964241965264,1.53
SP,2018,5,13547,21.08799669785168,97.59675781130929,2.16
PE,2017,9,15508,24.780788189732913,55.981764331670256,2.22
PA,2016,2,8581,25.6754535623377,108.59814114292173,2.16
PR,2017,11,9700,27.505789778386468,71.10422370137861,2.25
GO,2015,2,12659,24.89234581567185,143.48408822102073,2.18
RS,2015,12,7731,25.17395329863161,57.83998678556681,2.32
CE,2020,6,6661,23.195976772483927,113.4419861779224,1.82
PE,2019,6,7111,21.37768931141198,86.96884344308818,1.68
GO,2022,11,18045,22.710204087227375,113.31607876506823,1.75
CE,2016,11,13989,28.284212435707463,97.08497688684639,1.86
PA,2018,8,8034,25.90224281025893,59.0998874840092,2.71
CE,2022,12,16363,25.22219153293311,154.68926317637218,1.86
SP,2020,11,8311,18.553887630909763,55.64155755474983,1.94
CE,2015,2,2247,24.938439950231096,132.1287144577331,2.03
PE,2018,9,15484,20.010952177822116,15.081007017746742,1.99
SP,2015,2,20231,20.22489421708535,85.55389937186257,2.64
CE,2016,1,14790,20.560942173464756,176.45930617353503,1.58
BA,2019,10,2563,21.681499619891103,86.22757673175954,2.76
CE,2022,2,11882,26.500168469884237,104.82364105671046,2.14
RS,2022,12,10627,24.679776378533994,180.13053859395765,2.39
PR,2017,7,13891,21.170561166067493,92.8588476020292,2.11
MG,2018,8,7763,22.257776645149587,112.95030796283255,2.34
BA,2020,5,10332,25.494943261359715,130.23194422747778,1.82
SC,2017,6,4899,26.093421407200964,31.015367603354974,1.69
SC,2016,12,13108,24.4008995795662,75.72440743502817,2.88
GO,2020,1,5085,20.557528754778673,106.4935333632574,2.67
GO,2019,6,14187,22.762421782388152,20.207101001673706,1.78
PE,2019,12,8247,31.142974468018025,168.4902272596296,2.31
PA,2019,8,1000,20.367377900646993,137.82072740262225,2.45
CE,2019,3,15968,25.124798605343045,130.37417800084035,2.3
PR,2017,11,14470,30.36249898600211,165.99982242598364,2.04
PR,2021,1,18764,23.17954730008511,136.16229902085988,2.71
PE,2020,11,1549,29.501411578091343,88.50547986759689,2.31
BA,2018,4,8727,21.936946137710134,18.38782053023158,1.82
PA,2016,1,12657,18.075314906791803,65.93940491644676,1.98
CE,2023,8,14858,22.26216608116142,67.38813334637575,1.78
GO,2015,5,4685,21.72688499588218,130.93941550680628,2.07
CE,2018,1,14157,18.989465422751323,104.04472124908575,2.06
PR,2015,8,9141,22.747653092834042,21.72634188429207,2.33
MG,2020,9,2724,26.97298853917485,143.25660455799914,2.32
PR,2018,10,8246,22.217639434365296,166.46819956072045,2.22
CE,2019,2,14571,22.87199052881108,173.7769477084305,2.21
SC,2019,9,2933,28.1115259593247,43.50361592899643,2.41
GO,2023,8,15185,21.755187006077804,116.07851163263392,2.03
SP,2015,7,13416,25.856782840785712,49.68148684929974,1.38
PR,2016,3,10730,18.877701268653347,196.9592350356329,2.73
MG,2020,2,3824,21.101573913630492,101.52887740067881,1.83
RS,2019,7,4225,23.359706804405278,81.49067736373613,2.31
SP,2021,5,10007,27.627359429851786,72.2892523656578,2.0
PR,2017,6,6375,21.26237994773828,116.70175644782458,2.52
PR,2017,4,10331,21.2263205153875,125.78071503927146,1.81
CE,2016,2,16530,24.81705746277589,17.597149830064154,1.89
SC,2017,9,10634,25.298659483921345,169.84319465261524,1.95
RS,2015,3,10497,20.893206075660224,123.54565317789759,2.27
SC,2019,12,10501,22.43431278717528,169.44122070724939,2.17
PE,2019,7,17067,27.259982483552946,185.53533264168345,2.27
SC,2021,8,18466,20.45997273795794,95.02928553420989,2.14
PE,2018,2,14109,25.024430217141237,142.8453529092165,2.38
CE,2017,6,12682,22.447399533260416,71.21082853284956,2.38
MG,2015,11,13147,28.207744251129203,76.61412283912792,2.55
PA,2022,8,19139,25.741259269402075,178.61893165223202,2.2
GO,2017,7,14381,26.641688682923004,63.04481250487318,2.2
PR,2016,11,19612,22.38724783443612,109.82343755146304,2.63
MG,2018,3,9904,26.47354546805579,54.61216562628163,2.46
SP,2017,1,5322,26.39543103133574,67.21973465769395,2.26
PA,2015,6,8654,25.558466622444037,74.74396073102024,1.68
PR,2017,8,9186,23.152172197526323,172.35729139351335,1.59
MG,2016,6,20022,24.487816035150114,125.68841672008857,2.28
GO,2022,5,15682,18.441871395404164,142.09294113542686,2.3
MG,2020,11,8812,29.277013854038664,9.658860107990662,1.88
CE,2023,12,16042,22.18823221876885,101.73242183798432,2.21
PA,2022,8,11352,22.995447811166464,80.87526699684854,1.83
RS,2017,2,20172,20.0466044027418,124.61615319561706,2.27
MG,2019,12,10331,26.018684598897437,220.32629342911042,2.28
GO,2021,1,4305,25.587630131733103,0.0,2.28
GO,2019,1,11066,23.113451120233446,119.97245710980536,2.2
SC,2022,4,10334,16.995982655052874,210.2392804560575,2.01
SC,2019,6,5283,21.86533351791151,74.5106076564758,2.04
PA,2015,9,14929,25.38006809638295,107.49195269073441,2.45
PR,2019,1,19123,24.75426482221394,133.82849641947914,2.22
BA,2018,12,6387,23.861395586673105,0.0,2.25
RS,2020,1,16863,22.728157013775633,113.30921655687355,2.13
GO,2017,5,8966,19.264139554712685,60.29676348284365,2.3
SC,2019,10,11876,26.891611556998217,202.38843952933937,2.39
CE,2016,5,11351,19.67963661276176,89.63143965318822,1.91
CE,2020,5,11876,23.387252063762066,64.48298816654525,2.28
BA,2020,10,14365,20.89532694393265,142.33158105165776,2.03
PR,2019,6,6879,26.981069028901913,124.40063577009339,2.19
SC,2020,8,18466,25.746082060851805,144.79673026841616,2.35
RS,2021,3,14517,22.928393126217927,195.52119201869627,1.66
PR,2019,9,16177,26.073552475131727,70.73963342804981,1.77
CE,2015,1,8099,19.524782077375903,185.95179168179482,1.9
BA,2022,4,6426,23.761506162394202,193.8724017979731,1.88
PA,2018,9,17913,20.83540971052923,61.5749523350128,2.05
SC,2023,8,6211,27.075189888153353,66.41781059320238,2.61
SP,2020,10,12746,25.122868530392537,102.36112607583635,2.45
CE,2015,9,17094,25.94982905343718,90.01613490717678,1.93
BA,2017,1,11365,22.340273447392736,185.45275916617908,2.36
BA,2017,9,17850,26.23443314759028,56.80376480872859,2.09
PR,2018,3,10642,20.649059074228415,112.2329414832204,2.2
PE,2020,11,5612,21.079422574057634,61.72567729319643,1.81
PR,2021,12,13870,23.47453063692132,105.42340724193807,1.7
SP,2018,10,12991,21.1958304575745,207.08489986819097,2.32
BA,2020,9,25439,26.128814664488363,191.15206253029555,2.11
RS,2015,1,7274,22.57963122103591,118.92624317892765,2.26
PR,2022,1,10740,20.75802171127725,131.48848403186014,2.58
RS,2021,9,8345,20.36945428470815,123.57450892244825,2.03
SC,2023,11,11287,26.092179978585836,84.79973739389818,2.03
GO,2017,6,11085,16.367773443797816,195.82741683338585,2.63
SP,2016,4,7638,20.9668834117974,165.9775312725684,2.11
PE,2015,7,14341,28.20871435188657,111.71863816692017,1.86
BA,2017,5,10929,22.966910007969418,89.15770307172272,2.32
GO,2019,10,18727,26.14935957915791,92.40210522210842,2.03
PE,2016,7,8757,25.282497962676054,116.93874119498044,1.85
SC,2017,8,21306,23.427377092938663,98.24761938389932,2.13
RS,2018,8,13379,19.023268251350153,156.97545426019153,2.35
SP,2021,1,18356,20.022389733826557,123.95134356648103,1.75
RS,2017,8,12577,19.971841005486617,52.31276082444879,1.75
PE,2023,6,8096,25.44615218490093,42.6692509134854,2.08
PR,2022,4,10682,26.008741720440916,149.53996927420513,1.77
PE,2018,12,5066,21.36355626288564,42.18315502366282,1.72
PR,2015,8,11442,23.7636845117493,82.5694960578518,2.1
SC,2015,3,12860,24.024344095416634,78.01876167328092,2.43
GO,2015,4,12228,24.234585395080277,38.07529904928465,2.34
PA,2015,6,18650,21.714040061637505,115.51040681225815,2.07
MG,2022,11,11254,28.91416679511282,93.80923287021984,2.48
PE,2017,7,2530,26.03362255912601,68.10921167805836,2.62
GO,2020,4,29720,24.219251294372516,204.25934841987902,2.25
SP,2017,4,8546,22.443509457240342,0.0,1.99
BA,2019,7,16843,21.499294645492384,56.8317619115687,2.57
SP,2021,6,4478,25.193685280397844,71.16260872655612,2.56
PA,2016,11,13226,22.57868385669228,32.081136574797924,2.18
SC,2020,8,8027,24.40119577978604,212.8953849400992,2.47
PA,2020,1,1000,18.302066487464298,212.3678454424797,1.87
GO,2017,10,10585,22.410618539073916,65.77702552927508,1.48
SC,2020,11,11749,23.672736308649977,163.43682285648865,1.81
GO,2019,7,10905,26.903436632413605,129.82708321022375,2.16
PA,2016,12,13215,21.23302783119679,182.80574464401786,2.08
MG,2023,7,10652,19.54250028135845,94.63976439509256,2.39
RS,2022,11,12345,25.334166786222532,121.58042614382985,1.65
PA,2017,7,12850,23.80783069606278,170.12730111102917,1.66
SP,2022,7,11824,18.833929257556143,162.47974666185598,2.33
MG,2023,10,11146,18.983521459066516,107.58173897040868,1.67
MG,2017,10,7531,22.059372293789203,52.87122840045018,2.02
PR,2017,8,14972,23.74875783704486,61.832154325846204,2.11
MG,2016,9,10585,28.167855387280795,7.540778686694466,1.9
SP,2022,9,10180,20.75658200198013,139.36338330148328,2.27
MG,2015,2,14561,25.616331380756847,110.6081973145006,1.48
GO,2022,7,13059,18.117447606501322,114.46318801082822,2.65
PR,2021,7,8508,25.082882663175155,98.74169062970061,2.0
PE,2021,4,18253,28.519754538400722,42.83251341202866,2.05
BA,2017,9,6053,24.425114149961797,115.630856173388,2.91
PA,2015,8,6842,21.995506227679417,130.2625529345467,1.69
BA,2018,12,15341,27.697608465001707,56.591249036366726,1.79
PE,2023,1,20755,25.046645493911015,98.58257889702024,2.52
PA,2019,2,9112,24.460783820206533,67.58256604956223,1.63
GO,2015,2,14064,20.94680117973162,89.2229060764888,2.25
GO,2019,12,6038,25.091309720183492,43.23003574065706,1.92
RS,2022,12,7355,21.945851536955796,86.59011847042942,1.62
GO,2022,11,17660,24.934326253887,181.36929572956225,2.26
PA,2019,8,13828,24.145617419467907,74.90432484306687,2.27
SC,2023,1,17816,27.25234963771472,65.95410963393172,2.1
SP,2015,4,17431,22.271982238514283,69.09412404207978,2.72
RS,2018,10,1552,23.551959814011656,90.48922893244334,1.87
GO,2017,12,6020,26.39493971070341,189.6160665496223,2.36
PA,2016,5,13372,23.291887285339378,170.28495059883923,2.2
CE,2022,9,3514,23.935421562933552,92.82899882157517,2.39
CE,2021,7,6728,22.77980585545446,67.85902845404291,1.95
PE,2023,8,19134,23.509062483554914,11.95098900788139,1.68
PE,2016,11,9292,26.012872716287436,54.434136726896334,1.9
CE,2018,9,15551,29.507737200602485,1.27291079943096,2.08
CE,2020,7,11859,18.964496434355286,137.00586608405604,2.3
PA,2017,5,8600,20.204943215059608,166.77780891489527,2.11
CE,2022,5,3678,23.57557138960321,81.23844243560234,2.16
BA,2017,10,13166,24.148931290702556,119.19473499222039,2.62
GO,2016,11,19273,23.3470443276448,45.550619406390325,2.09
BA,2017,6,8742,22.340164281395786,3.005701059701977,1.94
MG,2020,5,12342,20.30292748703597,102.78371532483631,2.23
PR,2016,12,4401,22.167705278603123,119.16710698525641,1.59
MG,2022,11,8639,26.451709856993666,185.1986885866017,1.58
MG,2015,9,13704,24.279200328844677,203.159170965779,2.06
RS,2021,3,15718,26.026685693714708,86.07159506882564,1.82
SC,2016,3,14779,20.389757790086612,145.60573885528297,1.92
MG,2020,7,1842,28.3324299621386,115.75451167347873,2.38
SC,2016,7,9715,22.314346046212545,100.1135635182758,2.26
PA,2016,6,7163,25.425604883841295,98.12612859865207,2.08
PA,2022,3,10454,23.62475840408995,92.75252747887097,2.12
MG,2016,7,11444,22.379956984289812,94.90378115138071,1.97
CE,2021,5,17331,25.298455623795967,182.83068573536283,2.35
BA,2017,7,13476,25.801529391681562,110.72891768561098,2.34
GO,2022,2,19089,32.06404287147318,187.09308106950203,2.4
CE,2021,6,8502,25.917809842433385,55.08452838716481,2.38
RS,2022,8,4914,25.872807463022475,0.0,2.12
RS,2021,1,19276,27.43464487109442,76.85527755719893,1.89
BA,2020,4,14167,25.5955620614214,58.19752994505444,2.05
SC,2021,11,8283,23.883855693160466,25.321071743701637,2.13
RS,2019,1,14189,24.97717510273089,165.0325102184621,1.9
PR,2021,1,16176,26.56442110695408,33.18041358382929,2.59
SP,2015,10,12595,28.17228951610044,129.139292701606,2.59
CE,2015,12,8354,19.46794588975782,200.7097161177258,2.06
PA,2023,11,9793,18.32927800758901,42.50427927495834,2.41
CE,2019,8,13453,28.04512634501414,88.45313312753726,2.27
SP,2019,7,12994,21.60761843158073,167.63540823485476,1.95
BA,2017,12,18061,19.02620101883712,79.23003835825017,2.22
MG,2019,10,10620,18.744109395883257,116.61947445277298,1.87
PE,2017,1,7181,29.40554407690767,131.9647043861049,1.84
GO,2023,11,24885,26.63283844358397,108.67974082223625,2.24
PA,2023,2,12872,21.614721556084945,77.58433624781378,2.25
PA,2020,4,16171,21.738736978297908,60.9559794547671,2.91
SP,2015,1,14609,24.164589861468425,45.26099049905247,2.05
SP,2021,3,12932,26.578171493459553,129.8256907385969,1.94
PA,2021,8,10861,23.117976716602865,67.10570746563153,2.38
BA,2018,8,1000,21.6419151767903,159.79881116804904,2.09
SC,2022,8,6683,27.405139685609072,179.45836216208187,1.91
CE,2020,6,13645,23.922485565851602,42.15939521735095,1.92
CE,2018,6,1000,23.425122253027745,136.90962579403038,2.05
GO,2018,5,12358,25.776373874236043,202.94928478971684,2.42
SP,2016,9,15306,17.59100486509205,57.23332986069877,2.23
GO,2016,4,16166,25.422404403549294,160.0320974619629,1.85
MG,2018,10,14990,25.2327484007791,128.096534664176,2.65
SP,2019,12,16791,19.863250353848002,148.02422061470452,1.83
RS,2022,12,20028,18.17588061305197,62.179800436613874,1.88
BA,2020,12,17480,22.30691533931652,195.2592455111795,2.45
PA,2018,7,12984,24.548920080915785,66.51647701314678,2.55
MG,2021,1,11326,24.85461305223253,132.03220878814125,2.21
PA,2022,9,12573,29.11213943946575,96.83822133662719,1.71
BA,2016,7,10622,24.550258377063606,126.83266031386665,2.13
BA,2021,10,17587,19.803520019515304,50.82901038295117,1.69
PR,2016,12,14860,23.247085667910007,38.63180929858739,2.85
RS,2016,9,10094,20.104069815033352,114.35154295132277,2.19
SC,2022,7,18620,23.46268933910205,81.63737268661775,2.34
SC,2016,2,10540,28.22673227244878,79.9354782014334,1.99
MG,2023,6,7271,25.377728419137934,127.2409171219849,2.64
SC,2015,10,11946,21.837645609570036,25.266135451619917,1.95
RS,2023,12,7879,25.777022309464172,160.34414454634287,1.84
RS,2015,11,16681,21.666653508886803,105.97564427033515,2.19
GO,2016,4,7772,15.709667509173599,138.1414572792957,2.36
GO,2020,3,11423,20.299548270239622,126.36741176405377,2.74
PR,2020,2,16698,25.375321205559892,129.12488139643762,2.58
BA,2015,6,8438,26.317008120882928,40.077135320059845,2.46
RS,2021,8,14055,29.152943060042418,158.23440474930186,1.89
RS,2022,6,7132,25.02353888701007,113.64570576166281,1.89
CE,2016,9,13221,28.041477880225813,76.25031564212509,1.84
BA,2022,5,14836,25.890279474394514,93.73550643459461,2.05
MG,2023,2,11789,26.8122081314161,118.10680562745628,1.53
CE,2020,8,12167,27.305161459767238,109.01144120823231,2.51
PA,2019,9,14219,25.46105146926084,129.86210453759406,1.79
GO,2023,10,10597,27.224546165041907,182.66950582303306,1.76
CE,2023,4,16447,21.90434085185185,48.16817743109109,1.98
SC,2015,6,18855,16.7201461193064,137.51372542467377,1.7
PA,2017,11,7371,25.952219112279476,94.63504978481053,2.29
PA,2023,10,20835,25.12433559257602,157.12723631231398,1.81
SC,2016,8,10482,21.374183704274994,181.28239683135385,2.25
BA,2018,9,21971,20.212642795006015,109.80612526941215,2.38
SC,2018,12,10550,24.392024699677858,131.04038304202032,1.94
PA,2016,5,15536,26.150765857156532,160.8032418218092,1.88
PR,2017,12,15510,25.559730217009754,149.911955291517,1.86
GO,2017,6,10063,20.94106399276488,162.83852987366674,1.78
SP,2015,11,12363,21.613848961887882,85.09579483409206,1.97
PA,2020,4,19199,26.00845606552415,74.15586819579399,2.12
RS,2022,5,10389,24.218058375191102,43.191288173724416,1.69
SP,2017,7,9912,27.180461744237252,90.23295017707036,1.91
PA,2019,9,6232,23.030184180854196,95.79162016704443,2.15
SP,2015,10,19837,26.21857440241288,92.81991928314254,2.11
SC,2021,11,9596,23.881050521911444,124.61142275239808,1.3
BA,2015,6,17999,21.83159628870608,125.91292992166566,2.29
GO,2023,6,8993,26.784488500530347,96.72858591868989,2.47
RS,2022,8,17842,21.022317253821477,117.33854514504498,1.93
PA,2021,11,16033,24.22245568779333,141.33721515531462,1.58
BA,2021,4,10857,24.532459246433444,60.06068174145518,1.87
BA,2019,3,8328,23.63913386548861,146.66102577901415,1.86
PR,2019,7,8734,26.97239850037609,69.4317176317835,2.46
PA,2019,5,8671,25.717846176170482,171.95401805630064,1.77
PR,2015,2,17325,25.360285467667047,108.31218974896457,1.99
PE,2022,2,12801,24.205389193115188,103.20508860242326,2.6
GO,2015,11,6424,29.56898314008746,10.5149363723678,2.15
SP,2018,6,10739,28.394001776645403,132.89445671809295,2.16
SP,2023,8,11344,26.758287347515356,104.75285389952607,2.07
SP,2023,1,1305,26.26530819238019,108.70738790028946,2.39
GO,2019,11,11017,22.193225468153862,95.34604953242356,2.22
MG,2018,6,15615,23.852762387319544,131.25978300048877,2.66
RS,2017,12,11311,25.907462709442854,141.27357709975678,2.69
MG,2017,2,13272,27.15474313627948,124.20117385424938,2.19
PR,2019,2,14422,26.67614341028182,165.85339565384857,2.09
MG,2015,7,10286,25.742886884170805,64.03509841000051,2.15
CE,2019,10,15653,30.001877796643,70.3575262396208,1.93
GO,2020,1,19287,23.5932355709135,120.33518419741449,2.14
PE,2021,6,4380,27.03956941353117,133.08892397896446,1.67
SP,2023,7,10275,26.674320140202493,125.83477670631427,1.89
GO,2017,8,23648,25.332197933770082,35.62354129703955,2.34
PR,2016,7,12852,25.441500699406976,39.874397951455975,2.26
SC,2017,6,11825,25.381034414476932,90.76066456259701,2.06
PE,2023,9,10709,21.87529104250595,10.536402572558075,2.23
GO,2021,3,18372,25.20258303440048,113.04485430285602,2.55
MG,2023,11,7305,26.24484194144579,96.2582117163351,1.98
PE,2016,6,16630,24.965809332568913,54.27690042643889,1.67
MG,2019,4,10616,18.47375172717363,72.41286771242318,2.29
CE,2018,2,8250,19.2414933991774,105.48636441521546,2.26
SP,2016,1,10844,21.54530404949298,25.32381174580351,2.33
PA,2023,12,11768,23.664218248784877,69.82999835804597,1.74
GO,2023,12,9511,21.706359284677465,86.83051560939309,1.65
PE,2020,1,17563,25.937736046257605,85.00994011753399,2.18
BA,2020,11,8289,27.57599674659685,86.44694959486898,2.16
SP,2022,10,12700,28.001009223443866,167.9527078123949,1.99
BA,2020,3,14687,25.010433817162394,147.42771498271208,2.53
MG,2015,4,12648,27.252483050864598,67.84321039858148,2.1
PE,2018,2,15861,22.3123446791438,48.14026511165758,2.47
PE,2021,12,9832,23.54503898389739,79.33248516197735,2.36
SP,2016,11,15113,20.49903545357801,161.35800881283794,1.77
GO,2023,11,15261,27.620698046915194,0.0,1.83
PE,2022,11,16840,29.897837556019653,104.17933713146535,1.72
PA,2022,1,2571,22.95420685039551,84.59731634646565,2.23
PE,2021,4,14545,17.489517184319535,159.91845052034304,2.13
SC,2018,7,16506,21.13379440468034,149.057391308015,2.51
RS,2016,10,9942,22.049483183741525,26.593093669186985,2.28
PR,2017,11,9260,20.02139163190893,159.8326267469739,1.71
MG,2020,6,8493,20.90907704827996,0.0,1.96
CE,2019,6,6839,24.613854676771382,130.61384944033736,1.47
PA,2022,11,15328,25.979167408163313,135.1025241930008,2.19
PA,2020,9,23409,17.806827107913467,184.2583566023905,2.94
SP,2020,2,9219,22.40351545955565,111.36724323557924,2.14
PA,2015,4,9667,24.113028614125763,66.77844024828337,2.16
SC,2018,5,12076,20.799697335946018,49.581841922515956,2.09
PE,2019,1,3990,24.70855246589367,173.01140898694814,2.21
PR,2017,8,8522,23.646510847220238,184.85557402365657,2.05
PA,2023,8,11715,22.654228135649813,77.57623845055423,2.29
MG,2015,6,7530,21.406525164730088,101.10949693033439,1.87
BA,2020,12,17987,24.82022336925118,168.1652900469139,1.88
PA,2020,5,5530,21.70953712585912,138.45341986697278,1.71
PA,2019,8,16505,18.800958634525983,90.66105979606996,2.09
GO,2019,3,19342,24.06629797065281,62.01704409026691,1.77
SC,2019,3,13908,20.282930219070412,57.93531291878935,2.54
MG,2020,2,11312,19.061411098863875,147.66774314611808,1.97
PR,2022,5,13231,24.38856623480966,81.64986006320724,1.51
BA,2016,3,9797,23.511272531142055,79.66905274677327,1.76
BA,2020,3,1819,21.400990148436414,130.59518330851134,2.14
SC,2015,6,7103,24.68682073168883,104.03008995079065,2.3
PR,2018,8,11944,25.271796934840644,119.4720008858516,2.21
PA,2017,2,7296,24.71948561377072,83.79832945774143,1.85
SC,2023,4,9934,24.610574265644615,81.71943405029654,1.93
PE,2017,11,14395,19.183850918820582,63.27799999571429,1.89
SP,2020,7,12725,27.87971115704882,135.4484119868499,2.27
MG,2015,1,17292,25.672411584275608,104.25266104117438,2.13
PA,2020,1,13470,21.147627244401676,114.65777779998467,1.97
PA,2018,12,13764,23.964725824818355,49.01317263291657,1.9
MG,2022,10,8438,24.534872823376976,134.78537079699234,1.94
MG,2023,7,5344,23.88198013221792,115.6039776892122,2.1
CE,2018,7,9935,29.379182975431448,136.51518733195894,2.5
PR,2020,1,8364,18.16424490911625,117.25696548270291,2.16
CE,2015,1,11166,19.571407677882274,114.30080776985214,2.0
SC,2018,4,6669,17.103192482511844,8.992539247718057,1.98
SC,2021,5,16212,24.239628162810675,156.88765211455006,2.61
SP,2015,5,8345,25.63204481491924,33.97711149579587,2.35
SP,2022,4,10181,25.084797102436507,151.85376466132857,2.39
BA,2020,8,11899,23.132627109646496,96.35965835399406,2.32
PA,2019,7,17615,25.219620881255942,19.66408328893337,2.09
MG,2023,9,20793,23.110651456205826,95.6933712747168,2.46
SC,2016,7,21137,26.222177048947927,24.988297824837105,1.66
SC,2019,10,5591,27.321882772156833,155.39912555268222,2.57
PE,2020,1,10134,21.206435902639374,74.2131263618296,2.32
SC,2021,7,9183,23.137087616888962,47.940760741285274,2.25
PE,2019,1,13851,23.623003844182435,133.04240669392158,1.87
RS,2023,7,13546,28.276299838588898,97.88249219837654,2.38
RS,2015,10,9084,21.559673831983627,126.00835443646734,2.44
PE,2021,8,8690,27.2929884347898,94.3051570639395,1.89
CE,2021,11,7012,19.60182098880519,157.8326604774894,1.9
PA,2018,9,1000,27.73063680329342,79.92434335485471,1.79
PR,2023,12,5509,26.555650228131135,21.205573572124464,2.26
PE,2019,3,16333,23.5330273851303,45.284805970329465,2.07
MG,2018,4,19323,26.75002113554155,121.7594037465534,2.74
SP,2021,4,18739,22.497178388410255,67.11016152018925,1.64
PA,2018,12,16546,21.2315611500527,164.16929881206715,1.84
PA,2017,9,6940,29.119387367240424,41.46603582481525,2.1
PA,2023,7,6093,22.376456536399616,150.91102146172295,2.3
CE,2022,3,2944,26.031007191941207,78.34753426308146,2.29
SP,2015,10,9084,27.32652425721512,165.3766940158769,2.13
SP,2021,5,12435,26.41899605717679,125.28155256265563,2.21
PE,2023,7,6961,25.79781501261825,109.6252468509337,2.14
BA,2022,8,14155,26.04052824018983,133.2200124514525,2.41
BA,2022,1,15259,27.17235941830258,161.332693254121,1.93
GO,2020,12,9627,24.9531652050388,97.4598201058797,1.97
PE,2018,2,5299,23.88107376631526,6.150123674622293,2.31
PE,2022,7,18904,19.893178329890418,160.00227765853052,2.57
CE,2017,11,12175,24.954380587121086,86.43776312416252,1.91
PA,2023,2,21706,27.085015130873643,227.9949629884269,2.17
RS,2016,7,12461,20.697833401009525,69.86541565048012,1.99
CE,2016,9,12811,23.31282983357493,80.96020730821824,2.27
RS,2021,11,7177,25.276119320396965,137.22227366165703,1.61
MG,2018,2,9882,28.537097392113807,138.0791426063689,2.0
BA,2022,7,4205,20.524292527361006,121.13118587835869,1.93
SC,2023,4,5281,26.380357466503302,72.0037081243379,2.0
RS,2021,11,15705,22.926639274557562,41.99030655422703,1.34
CE,2019,2,10587,21.979102270708452,66.14572882741685,2.71
MG,2022,7,9886,21.2459752046559,24.167103564137236,1.35
GO,2018,5,8297,22.033372392567177,203.17227688943697,2.24
GO,2016,1,10072,25.497319325939767,48.7688270730616,1.71
PE,2020,5,17665,23.31668617126811,85.29729180402339,1.73
RS,2023,12,12721,26.142712403195127,134.62247965221073,2.14
BA,2015,12,6099,20.634453466955588,100.26107076711355,2.31
PA,2021,3,17151,26.090991308769446,70.43319915988144,1.78
BA,2023,7,20625,25.301380215057026,92.57052450212785,1.77
PE,2023,6,14473,19.47661066623243,69.57052670249205,1.71
SC,2017,8,16456,28.51869970619066,87.27715701625291,2.16
RS,2019,5,18103,25.019714788997163,119.52732852133263,1.79
SC,2022,2,3716,26.296292187705287,48.16563431000852,2.49
PA,2022,9,21321,27.468407245936916,154.0220348056444,1.75
PE,2018,11,17494,26.90512549906044,103.6343363641031,2.26
BA,2015,8,14444,23.621692750325526,70.82560187843183,2.56
BA,2015,6,11372,26.175480400210205,84.21830728955304,2.12
MG,2018,10,5313,18.569870632415945,158.37252089383304,1.56
PE,2020,7,10342,25.181298726912125,140.9204396715759,2.22
GO,2022,9,14241,29.197455023086874,111.9985795276339,2.03
GO,2020,7,6478,21.91386760354871,69.97650917984006,2.09
BA,2023,3,11651,26.746360563232095,128.4121855569395,2.58
BA,2023,6,6082,29.31895155629107,100.70797397592517,2.12
RS,2016,11,10076,26.06762060894723,187.28345143364933,2.25
RS,2015,11,5236,27.076220175425966,98.12275210380042,1.9
SP,2016,7,4711,19.291582640844545,184.19088816656026,2.02
CE,2019,2,13700,21.19522775568347,109.74154785581176,2.44
PE,2018,3,9101,28.28920579857021,48.15774519266935,2.14
RS,2018,4,9571,26.881050457070906,264.835876872207,2.19
BA,2023,10,8832,25.488063190563746,27.652073922709334,2.4
PA,2022,6,25615,23.206165193295963,1.1637961659719593,2.59
BA,2020,1,15036,24.853863142611218,0.0,1.75
PE,2015,9,15573,29.21444027497842,236.9841067710758,1.95
GO,2016,5,8122,23.694292884673715,206.1995220158926,2.54
SC,2020,12,14523,26.097753266486293,107.20058533347132,2.7
BA,2016,7,10861,26.01893988140908,121.70710120046589,2.02
MG,2019,9,8082,22.002447231949038,112.5460748885299,2.18
PE,2019,9,21645,22.233946069487295,11.467191416815425,2.21
PR,2020,1,14863,28.581039783677976,172.941377333925,2.17
BA,2020,1,14611,25.71038983655354,166.39299637541077,2.17
MG,2020,3,7141,21.95897214270038,38.44534703671151,2.51
RS,2016,6,5648,23.066162148361393,116.28415469188631,1.56
SP,2017,2,11712,21.043236537985333,96.32928863037654,1.9
SP,2020,10,9132,27.199504977543125,89.44205099624284,2.29
MG,2022,12,15063,23.24469951878889,66.04513182152715,1.95
GO,2015,11,15396,23.284662998551312,94.3838441399215,2.19
PE,2015,1,12327,26.522755909591307,73.65770830491866,2.43
RS,2016,1,16138,18.961720141845863,153.21206475867632,2.58
MG,2020,5,12966,23.8892914778137,98.61793511982259,2.18
PA,2023,4,7641,23.96729640870186,65.372752190553,2.55
SP,2018,1,11008,23.143174447832866,98.7393476501262,2.14
RS,2017,4,12678,22.351386604266153,92.93505520972157,2.01
GO,2022,3,16644,21.86982283013847,90.83075081135442,1.64
RS,2023,2,13124,24.84735146779572,133.85443801701925,1.8
CE,2019,9,9142,20.969740623421373,86.16795453472875,2.1
MG,2023,11,16830,24.483554766755574,71.44603486157726,2.11
SC,2016,1,13903,22.341285184887603,31.994214328806805,2.17
PA,2017,7,19728,22.54078344052376,99.57025423028661,2.65
